"drugbank_id"	"pert_id"	"inchi_key"	"cmap_name"	"compound_aliases"	"target"	"moa"	"common_name"
"DB01200"	"BRD-A80151636"	"OZVBMTJYIDMWIL-NXIPCUEUSA-N"	"BROMOCRIPTINE"	""	"ADRA2C"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A80151636"	"OZVBMTJYIDMWIL-NXIPCUEUSA-N"	"BROMOCRIPTINE"	""	"DRD5"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A60274948"	"OZVBMTJYIDMWIL-BGNMTYTCSA-N"	"BROMOCRIPTINE"	""	"DRD1"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A60274948"	"OZVBMTJYIDMWIL-BGNMTYTCSA-N"	"BROMOCRIPTINE"	""	"ADRA2A"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A69960130"	"OZVBMTJYIDMWIL-UHFFFAOYSA-N"	"BROMOCRIPTINE"	""	"DRD5"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K14496212"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"BROMOCRIPTINE"	""	"ADRA2B"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K72853990"	"OZVBMTJYIDMWIL-JVOFPJAOSA-N"	"BROMOCRIPTINE"	""	"HTR1B"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A60274948"	"OZVBMTJYIDMWIL-BGNMTYTCSA-N"	"BROMOCRIPTINE"	""	"ADRA2B"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A69960130"	"OZVBMTJYIDMWIL-UHFFFAOYSA-N"	"BROMOCRIPTINE"	""	"DRD3"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A60274948"	"OZVBMTJYIDMWIL-BGNMTYTCSA-N"	"BROMOCRIPTINE"	""	"DRD5"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A69960130"	"OZVBMTJYIDMWIL-UHFFFAOYSA-N"	"BROMOCRIPTINE"	""	"HTR2B"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K72853990"	"OZVBMTJYIDMWIL-JVOFPJAOSA-N"	"BROMOCRIPTINE"	""	"HTR2B"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K14496212"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"BROMOCRIPTINE"	""	"HTR1B"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A80151636"	"OZVBMTJYIDMWIL-NXIPCUEUSA-N"	"BROMOCRIPTINE"	""	"HTR1B"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A60274948"	"OZVBMTJYIDMWIL-BGNMTYTCSA-N"	"BROMOCRIPTINE"	""	"HTR1B"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A60274948"	"OZVBMTJYIDMWIL-BGNMTYTCSA-N"	"BROMOCRIPTINE"	""	"HTR1D"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A80151636"	"OZVBMTJYIDMWIL-NXIPCUEUSA-N"	"BROMOCRIPTINE"	""	"ADRA2A"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K14496212"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"BROMOCRIPTINE"	""	"HTR2A"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A69960130"	"OZVBMTJYIDMWIL-UHFFFAOYSA-N"	"BROMOCRIPTINE"	""	"DRD4"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K14496212"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"BROMOCRIPTINE"	""	"HTR1D"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K72853990"	"OZVBMTJYIDMWIL-JVOFPJAOSA-N"	"BROMOCRIPTINE"	""	"HTR1D"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A60274948"	"OZVBMTJYIDMWIL-BGNMTYTCSA-N"	"BROMOCRIPTINE"	""	"HTR1A"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A69960130"	"OZVBMTJYIDMWIL-UHFFFAOYSA-N"	"BROMOCRIPTINE"	""	"ADRA2B"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A80151636"	"OZVBMTJYIDMWIL-NXIPCUEUSA-N"	"BROMOCRIPTINE"	""	"HTR1A"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A69960130"	"OZVBMTJYIDMWIL-UHFFFAOYSA-N"	"BROMOCRIPTINE"	""	"HTR1D"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K72853990"	"OZVBMTJYIDMWIL-JVOFPJAOSA-N"	"BROMOCRIPTINE"	""	"DRD4"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K14496212"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"BROMOCRIPTINE"	""	"DRD4"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K72853990"	"OZVBMTJYIDMWIL-JVOFPJAOSA-N"	"BROMOCRIPTINE"	""	"DRD5"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A80151636"	"OZVBMTJYIDMWIL-NXIPCUEUSA-N"	"BROMOCRIPTINE"	""	"ADRA2B"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A80151636"	"OZVBMTJYIDMWIL-NXIPCUEUSA-N"	"BROMOCRIPTINE"	""	"DRD4"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K72853990"	"OZVBMTJYIDMWIL-JVOFPJAOSA-N"	"BROMOCRIPTINE"	""	"HTR1A"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A69960130"	"OZVBMTJYIDMWIL-UHFFFAOYSA-N"	"BROMOCRIPTINE"	""	"DRD2"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A69960130"	"OZVBMTJYIDMWIL-UHFFFAOYSA-N"	"BROMOCRIPTINE"	""	"HTR2A"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K14496212"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"BROMOCRIPTINE"	""	"DRD1"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K72853990"	"OZVBMTJYIDMWIL-JVOFPJAOSA-N"	"BROMOCRIPTINE"	""	"ADRA2C"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K14496212"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"BROMOCRIPTINE"	""	"DRD2"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K14496212"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"BROMOCRIPTINE"	""	"HTR1A"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K72853990"	"OZVBMTJYIDMWIL-JVOFPJAOSA-N"	"BROMOCRIPTINE"	""	"HTR2A"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K14496212"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"BROMOCRIPTINE"	""	"DRD3"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K14496212"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"BROMOCRIPTINE"	""	"DRD5"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A69960130"	"OZVBMTJYIDMWIL-UHFFFAOYSA-N"	"BROMOCRIPTINE"	""	"DRD1"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K72853990"	"OZVBMTJYIDMWIL-JVOFPJAOSA-N"	"BROMOCRIPTINE"	""	"ADRA2A"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K72853990"	"OZVBMTJYIDMWIL-JVOFPJAOSA-N"	"BROMOCRIPTINE"	""	"ADRA2B"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-K72853990"	"OZVBMTJYIDMWIL-JVOFPJAOSA-N"	"BROMOCRIPTINE"	""	"DRD2"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01200"	"BRD-A69960130"	"OZVBMTJYIDMWIL-UHFFFAOYSA-N"	"BROMOCRIPTINE"	""	"ADRA2C"	"Dopamine receptor agonist"	"BROMOCRIPTINE"
"DB01201"	"BRD-K55889443"	"WDZCUPBHRAEYDL-NAFQJNKLSA-N"	"RIFAPENTINE"	""	"CYP2C8"	"RNA polymerase inhibitor"	"RIFAPENTINE"
"DB01201"	"BRD-K81601344"	"WDZCUPBHRAEYDL-HJTBMZGUSA-N"	"RIFAPENTINE"	""	"CYP2C8"	"RNA polymerase inhibitor"	"RIFAPENTINE"
"DB01201"	"BRD-K81601344"	"WDZCUPBHRAEYDL-HJTBMZGUSA-N"	"RIFAPENTINE"	""	"CYP2C9"	"RNA polymerase inhibitor"	"RIFAPENTINE"
"DB01201"	"BRD-K28346421"	"WDZCUPBHRAEYDL-NAFQJNKLSA-N"	"RIFAPENTINE"	""	"CYP2C8"	"RNA polymerase inhibitor"	"RIFAPENTINE"
"DB01201"	"BRD-K55889443"	"WDZCUPBHRAEYDL-NAFQJNKLSA-N"	"RIFAPENTINE"	""	"CYP2C9"	"RNA polymerase inhibitor"	"RIFAPENTINE"
"DB01201"	"BRD-K28346421"	"WDZCUPBHRAEYDL-NAFQJNKLSA-N"	"RIFAPENTINE"	""	"CYP2C9"	"RNA polymerase inhibitor"	"RIFAPENTINE"
"DB01201"	"BRD-K55889443"	"WDZCUPBHRAEYDL-NAFQJNKLSA-N"	"RIFAPENTINE"	""	"CYP3A4"	"RNA polymerase inhibitor"	"RIFAPENTINE"
"DB01201"	"BRD-K28346421"	"WDZCUPBHRAEYDL-NAFQJNKLSA-N"	"RIFAPENTINE"	""	"CYP3A4"	"RNA polymerase inhibitor"	"RIFAPENTINE"
"DB01201"	"BRD-K81601344"	"WDZCUPBHRAEYDL-HJTBMZGUSA-N"	"RIFAPENTINE"	""	"CYP3A4"	"RNA polymerase inhibitor"	"RIFAPENTINE"
"DB01202"	"BRD-K49404994"	"HPHUVLMMVZITSG-LURJTMIESA-N"	"LEVETIRACETAM"	""	"SV2A"	"Calcium channel blocker"	"LEVETIRACETAM"
"DB01202"	"BRD-K49404994"	"HPHUVLMMVZITSG-LURJTMIESA-N"	"LEVETIRACETAM"	""	"CACNA1B"	"Calcium channel blocker"	"LEVETIRACETAM"
"DB01203"	"BRD-A97454584"	"VWPOSFSPZNDTMJ-UHFFFAOYSA-N"	"NADOLOL"	""	"ADRB2"	"Adrenergic receptor antagonist"	"NADOLOL"
"DB01203"	"BRD-A97454584"	"VWPOSFSPZNDTMJ-UHFFFAOYSA-N"	"NADOLOL"	""	"ADRB1"	"Adrenergic receptor antagonist"	"NADOLOL"
"DB01203"	"BRD-A87606379"	"VWPOSFSPZNDTMJ-UCWKZMIHSA-N"	"NADOLOL"	""	"ADRB2"	"Adrenergic receptor antagonist"	"NADOLOL"
"DB01203"	"BRD-A87606379"	"VWPOSFSPZNDTMJ-UCWKZMIHSA-N"	"NADOLOL"	""	"ADRB1"	"Adrenergic receptor antagonist"	"NADOLOL"
"DB01204"	"BRD-K21680192"	"KKZJGLLVHKMTCM-UHFFFAOYSA-N"	"MITOXANTRONE"	""	"TOP2A"	"Topoisomerase inhibitor"	"MITOXANTRONE"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRE"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRA4"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRG3"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRA1"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRB1"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRA2"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRA6"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRA3"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRP"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRB2"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRG1"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRG2"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRD"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRA5"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRQ"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01205"	"BRD-K98769987"	"OFBIFZUFASYYRE-UHFFFAOYSA-N"	"FLUMAZENIL"	""	"GABRB3"	"Benzodiazepine receptor antagonist"	"FLUMAZENIL"
"DB01206"	"BRD-K51768138"	"GQYIWUVLTXOXAJ-UHFFFAOYSA-N"	"LOMUSTINE"	""	""	""	"LOMUSTINE"
"DB01208"	"BRD-A26423207"	"DZZWHBIBMUVIIW-IENPIDJESA-N"	"SPARFLOXACIN"	""	""	""	"SPARFLOXACIN"
"DB01208"	"BRD-K07612980"	"DZZWHBIBMUVIIW-DTORHVGOSA-N"	"SPARFLOXACIN"	""	""	""	"SPARFLOXACIN"
"DB01210"	"BRD-K31812033"	"IXHBTMCLRNMKHZ-LBPRGKRZSA-N"	"LEVOBUNOLOL"	""	"ADRB1"	"Adrenergic receptor antagonist"	"LEVOBUNOLOL"
"DB01210"	"BRD-K31812033"	"IXHBTMCLRNMKHZ-LBPRGKRZSA-N"	"LEVOBUNOLOL"	""	"ADRB2"	"Adrenergic receptor antagonist"	"LEVOBUNOLOL"
"DB01210"	"BRD-K73323637"	"IXHBTMCLRNMKHZ-GFCCVEGCSA-N"	"LEVOBUNOLOL"	""	"ADRB2"	"Adrenergic receptor antagonist"	"LEVOBUNOLOL"
"DB01210"	"BRD-K73323637"	"IXHBTMCLRNMKHZ-GFCCVEGCSA-N"	"LEVOBUNOLOL"	""	"ADRB1"	"Adrenergic receptor antagonist"	"LEVOBUNOLOL"
"DB01211"	"BRD-K49668410"	"AGOYDEPGAOXOCK-KCBOHYOISA-N"	"BRD-K49668410"	"CLARITHROMYCIN"	""	""	"CLARITHROMYCIN"
"DB01211"	"BRD-K16762525"	"AGOYDEPGAOXOCK-BVGAJGDJSA-N"	"BRD-K16762525"	"CLARITHROMYCIN"	""	""	"CLARITHROMYCIN"
"DB01213"	"BRD-K56810756"	"RIKMMFOAQPJVMX-UHFFFAOYSA-N"	"FOMEPIZOLE"	""	"ADH1C"	"Alcohol dehydrogenase inhibitor"	"FOMEPIZOLE"
"DB01213"	"BRD-K56810756"	"RIKMMFOAQPJVMX-UHFFFAOYSA-N"	"FOMEPIZOLE"	""	"ADH1A"	"Alcohol dehydrogenase inhibitor"	"FOMEPIZOLE"
"DB01213"	"BRD-K56810756"	"RIKMMFOAQPJVMX-UHFFFAOYSA-N"	"FOMEPIZOLE"	""	"ADH1B"	"Alcohol dehydrogenase inhibitor"	"FOMEPIZOLE"
"DB01216"	"BRD-K01095011"	"DBEPLOCGEIEOCV-WSBQPABSSA-N"	"FINASTERIDE"	""	"SRD5A2"	"5 alpha reductase inhibitor"	"FINASTERIDE"
"DB01216"	"BRD-K59720958"	"DBEPLOCGEIEOCV-CSSSSBCVSA-N"	"FINASTERIDE"	""	"SRD5A1"	"5 alpha reductase inhibitor"	"FINASTERIDE"
"DB01216"	"BRD-K01095011"	"DBEPLOCGEIEOCV-WSBQPABSSA-N"	"FINASTERIDE"	""	"SRD5A1"	"5 alpha reductase inhibitor"	"FINASTERIDE"
"DB01216"	"BRD-K59720958"	"DBEPLOCGEIEOCV-CSSSSBCVSA-N"	"FINASTERIDE"	""	"SRD5A2"	"5 alpha reductase inhibitor"	"FINASTERIDE"
"DB01216"	"BRD-A83081521"	"DBEPLOCGEIEOCV-BYQKQGHSSA-N"	"FINASTERIDE"	""	"SRD5A1"	"5 alpha reductase inhibitor"	"FINASTERIDE"
"DB01216"	"BRD-A83081521"	"DBEPLOCGEIEOCV-BYQKQGHSSA-N"	"FINASTERIDE"	""	"SRD5A2"	"5 alpha reductase inhibitor"	"FINASTERIDE"
"DB01217"	"BRD-K52172416"	"YBBLVLTVTVSKRW-UHFFFAOYSA-N"	"ANASTROZOLE"	""	"CYP19A1"	"Aromatase inhibitor"	"ANASTROZOLE"
"DB01218"	"BRD-A51964809"	"FOHHNHSLJDZUGQ-UHFFFAOYSA-N"	"HALOFANTRINE"	""	""	""	"HALOFANTRINE"
"DB01219"	"BRD-K31333309"	"OZOMQRBLCMDCEG-UHFFFAOYSA-N"	"DANTROLENE"	""	"RYR1"	"Calcium channel blocker"	"DANTROLENE"
"DB01219"	"BRD-K81272440"	"OZOMQRBLCMDCEG-VIZOYTHASA-N"	"DANTROLENE"	""	"RYR1"	"Calcium channel blocker"	"DANTROLENE"
"DB01220"	"BRD-K89708791"	"NZCRJKRKKOLAOJ-LGPAXTBISA-N"	"RIFAXIMIN"	""	"NR1I2"	"RNA synthesis inhibitor"	"RIFAXIMIN"
"DB01220"	"BRD-A62879835"	"NZCRJKRKKOLAOJ-HQDKJBBOSA-N"	"RIFAXIMIN"	""	"NR1I2"	"RNA synthesis inhibitor"	"RIFAXIMIN"
"DB01221"	"BRD-A54493496"	"not"	"KETAMINE"	""	""	""	"KETAMINE"
"DB01222"	"BRD-A60571864"	"VOVIALXJUBGFJZ-NECQTEFJSA-N"	"BUDESONIDE"	""	"NR3C1"	"Glucocorticoid receptor agonist"	"BUDESONIDE"
"DB01222"	"BRD-A58753560"	"VOVIALXJUBGFJZ-JQDNLURHSA-N"	"BUDESONIDE"	""	"NR3C1"	"Glucocorticoid receptor agonist"	"BUDESONIDE"
"DB01222"	"BRD-A82238138"	"VOVIALXJUBGFJZ-UHFFFAOYSA-N"	"BUDESONIDE"	""	"NR3C1"	"Glucocorticoid receptor agonist"	"BUDESONIDE"
"DB01222"	"BRD-A34299591"	"VOVIALXJUBGFJZ-KWVAZRHASA-N"	"BUDESONIDE"	""	"NR3C1"	"Glucocorticoid receptor agonist"	"BUDESONIDE"
"DB01223"	"BRD-M53001068"	"NXSXRSNDUVSCRP-UHFFFAOYSA-N"	"AMINOPHYLLINE"	""	"ADORA2A"	"Adenosine receptor antagonist"	"AMINOPHYLLINE"
"DB01223"	"BRD-M53001068"	"NXSXRSNDUVSCRP-UHFFFAOYSA-N"	"AMINOPHYLLINE"	""	"ADORA2B"	"Adenosine receptor antagonist"	"AMINOPHYLLINE"
"DB01223"	"BRD-M53001068"	"NXSXRSNDUVSCRP-UHFFFAOYSA-N"	"AMINOPHYLLINE"	""	"PDE3A"	"Adenosine receptor antagonist"	"AMINOPHYLLINE"
"DB01223"	"BRD-M53001068"	"NXSXRSNDUVSCRP-UHFFFAOYSA-N"	"AMINOPHYLLINE"	""	"ADORA3"	"Adenosine receptor antagonist"	"AMINOPHYLLINE"
"DB01223"	"BRD-M53001068"	"NXSXRSNDUVSCRP-UHFFFAOYSA-N"	"AMINOPHYLLINE"	""	"ADORA1"	"Adenosine receptor antagonist"	"AMINOPHYLLINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"HTR1D"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"DRD1"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"HTR1E"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"DRD1"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"HTR2A"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"HTR1D"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"HRH1"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"DRD1"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"HTR2A"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"DRD2"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"HTR1A"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"HTR2A"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"HTR1D"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"HTR1E"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"HTR1E"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"HTR1A"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"HTR1A"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"HRH1"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"DRD1"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"HTR1E"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"DRD2"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"HTR1A"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"HRH1"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"DRD2"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"HRH1"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"HTR1D"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-M66874015"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	"QUETIAPINE-FUMARATE"	"HTR2A"	"Serotonin receptor antagonist"	"QUETIAPINE"
"DB01224"	"BRD-K68867920"	"URKOMYMAXPYINW-UHFFFAOYSA-N"	"QUETIAPINE"	""	"DRD2"	"Dopamine receptor antagonist"	"QUETIAPINE"
"DB01229"	"BRD-A63610676"	"RCINICONZNJXQF-WLUSQHPBSA-N"	"PACLITAXEL"	""	"NR1I2"	"Tubulin inhibitor"	"PACLITAXEL"
"DB01229"	"BRD-A28746609"	"RCINICONZNJXQF-VAZQATRQSA-N"	"PACLITAXEL"	""	"NR1I2"	"Tubulin inhibitor"	"PACLITAXEL"
"DB01229"	"BRD-A28746609"	"RCINICONZNJXQF-VAZQATRQSA-N"	"PACLITAXEL"	""	"TUBB"	"Tubulin inhibitor"	"PACLITAXEL"
